PROVINCIA,MUNICIPIO,ESTACION,MAGNITUD,PUNTO_MUESTREO,ANO,MES,DIA,H01,V01,H02,V02,H03,V03,H04,V04,H05,V05,H06,V06,H07,V07,H08,V08,H09,V09,H10,V10,H11,V11,H12,V12,H13,V13,H14,V14,H15,V15,H16,V16,H17,V17,H18,V18,H19,V19,H20,V20,H21,V21,H22,V22,H23,V23,H24,V24
28,079,38,1,28079038_1_38,2018,07,05,00005,V,00004,V,00004,V,00004,V,00004,V,00005,V,00004,V,00005,V,00005,V,00005,V,00005,V,00005,V,00004,V,00004,V,00003,V,00004,V,00004,V,00004,V,00004,V,00004,V,00004,V,00004,V,00000,N,00000,N
28,079,38,7,28079038_7_8,2018,07,05,00007,V,00002,V,00003,V,00001,V,00002,V,00001,V,00003,V,00012,V,00030,V,00015,V,00014,V,00017,V,00013,V,00014,V,00008,V,00008,V,00008,V,00008,V,00006,V,00007,V,00010,V,00012,V,00000,N,00000,N
28,079,38,8,28079038_8_8,2018,07,05,00020,V,00009,V,00011,V,00005,V,00012,V,00008,V,00015,V,00041,V,00066,V,00044,V,00042,V,00040,V,00034,V,00033,V,00028,V,00030,V,00035,V,00036,V,00034,V,00039,V,00056,V,00075,V,00000,N,00000,N
28,079,38,9,28079038_9_47,2018,07,05,00004,V,00007,V,00006,V,00005,V,00004,V,00006,V,00005,V,00004,V,00009,V,00006,V,00011,V,00010,V,00008,V,00008,V,00007,V,00005,V,00008,V,00007,V,00008,V,00010,V,00013,V,00009,V,00000,N,00000,N
28,079,38,10,28079038_10_47,2018,07,05,00011,V,00015,V,00013,V,00010,V,00009,V,00010,V,00009,V,00011,V,00019,V,00016,V,00024,V,00024,V,00023,V,00020,V,00016,V,00013,V,00017,V,00017,V,00017,V,00018,V,00023,V,00017,V,00000,N,00000,N
28,079,38,12,28079038_12_8,2018,07,05,00032,V,00011,V,00016,V,00006,V,00015,V,00010,V,00019,V,00060,V,00113,V,00066,V,00064,V,00066,V,00053,V,00054,V,00040,V,00042,V,00048,V,00049,V,00044,V,00050,V,00072,V,00093,V,00000,N,00000,N
28,079,38,20,28079038_20_59,2018,07,05,000.2,V,000.1,V,000.1,V,000.1,V,000.1,V,000.1,V,000.1,V,000.1,V,000.3,V,000.5,V,000.7,V,000.6,V,000.7,V,000.7,V,000.5,V,000.4,V,000.4,V,000.5,V,000.4,V,000.3,V,000.4,V,000.4,V,00000,N,00000,N
28,079,38,30,28079038_30_59,2018,07,05,000.3,V,000.3,V,000.2,V,000.1,V,000.2,V,000.2,V,000.3,V,000.3,V,000.2,V,000.1,V,000.2,V,000.1,V,000.2,V,000.2,V,000.1,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.1,V,000.2,V,00000,N,00000,N
28,079,38,35,28079038_35_59,2018,07,05,000.1,V,000.1,V,000.1,V,000.1,V,000.1,V,000.1,V,000.1,V,000.1,V,000.1,V,000.1,V,000.2,V,000.2,V,000.2,V,000.2,V,000.1,V,000.1,V,000.1,V,000.2,V,000.1,V,000.1,V,000.1,V,000.1,V,00000,N,00000,N
28,079,39,6,28079039_6_48,2018,07,05,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.3,V,000.4,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,00000,N,00000,N
28,079,39,7,28079039_7_8,2018,07,05,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00020,V,00022,V,00009,V,00004,V,00004,V,00004,V,00002,V,00002,V,00002,V,00002,V,00001,V,00001,V,00001,V,00001,V,00000,N,00000,N
28,079,39,8,28079039_8_8,2018,07,05,00017,V,00010,V,00006,V,00006,V,00005,V,00006,V,00014,V,00023,V,00058,V,00059,V,00041,V,00026,V,00026,V,00020,V,00018,V,00020,V,00022,V,00022,V,00023,V,00021,V,00028,V,00038,V,00000,N,00000,N
28,079,39,12,28079039_12_8,2018,07,05,00018,V,00011,V,00007,V,00007,V,00006,V,00008,V,00016,V,00025,V,00089,V,00092,V,00055,V,00032,V,00033,V,00025,V,00022,V,00023,V,00024,V,00025,V,00025,V,00022,V,00029,V,00040,V,00000,N,00000,N
28,079,39,14,28079039_14_6,2018,07,05,73.13,V,77.25,V,79.94,V,79.48,V,82.02,V,78.19,V,67.94,V,58.55,V,28.26,V,31.04,V,55.68,V,75.72,V,84.07,V,96.78,V,106.4,V,117.8,V,122.8,V,135.1,V,141.0,V,144.2,V,130.9,V,110.7,V,00000,N,00000,N
28,079,40,1,28079040_1_38,2018,07,05,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00003,V,00002,V,00002,V,00002,V,00002,V,00002,V,00003,V,00002,V,00000,N,00000,N
28,079,40,7,28079040_7_8,2018,07,05,00002,V,00001,V,00001,V,00001,V,00001,V,00001,V,00002,V,00006,V,00014,V,00012,V,00006,V,00007,V,00008,V,00003,V,00005,V,00003,V,00002,V,00002,V,00003,V,00002,V,00005,V,00003,V,00000,N,00000,N
28,079,40,8,28079040_8_8,2018,07,05,00014,V,00011,V,00007,V,00006,V,00007,V,00009,V,00018,V,00039,V,00049,V,00045,V,00028,V,00024,V,00023,V,00015,V,00021,V,00020,V,00023,V,00026,V,00031,V,00027,V,00037,V,00034,V,00000,N,00000,N
28,079,40,10,28079040_10_47,2018,07,05,00019,V,00020,V,00013,V,00011,V,00013,V,00014,V,00013,V,00017,V,00030,V,00027,V,00018,V,00014,V,00027,V,00014,V,00014,V,00010,V,00011,V,00016,V,00014,V,00015,V,00017,V,00022,V,00000,N,00000,N
28,079,40,12,28079040_12_8,2018,07,05,00017,V,00013,V,00009,V,00007,V,00008,V,00011,V,00022,V,00049,V,00071,V,00063,V,00038,V,00035,V,00034,V,00020,V,00029,V,00025,V,00026,V,00029,V,00036,V,00031,V,00044,V,00038,V,00000,N,00000,N
28,079,47,7,28079047_7_8,2018,07,05,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00003,V,00005,V,00007,N,00003,V,00002,V,00002,V,00002,V,00002,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00000,N,00000,N
28,079,47,8,28079047_8_8,2018,07,05,00010,V,00008,V,00005,V,00005,V,00005,V,00007,V,00012,V,00021,V,00034,V,00035,V,00032,N,00018,V,00016,V,00011,V,00013,V,00014,V,00016,V,00015,V,00013,V,00012,V,00015,V,00018,V,00000,N,00000,N
28,079,47,9,28079047_9_47,2018,07,05,00006,V,00005,V,00005,V,00007,V,00005,V,00005,V,00001,V,00001,V,00004,V,00009,V,00005,V,00014,V,00017,V,00012,V,00013,V,00006,V,00011,V,00015,V,00014,V,00014,V,00010,V,00002,V,00000,N,00000,N
28,079,47,10,28079047_10_47,2018,07,05,00010,V,00008,V,00008,V,00010,V,00007,V,00007,V,00002,V,00002,V,00007,V,00013,V,00011,V,00021,V,00023,V,00017,V,00019,V,00012,V,00018,V,00020,V,00019,V,00019,V,00015,V,00005,V,00000,N,00000,N
28,079,47,12,28079047_12_8,2018,07,05,00012,V,00010,V,00007,V,00006,V,00006,V,00009,V,00013,V,00022,V,00039,V,00043,V,00042,N,00023,V,00019,V,00014,V,00015,V,00017,V,00018,V,00016,V,00014,V,00013,V,00017,V,00019,V,00000,N,00000,N
28,079,48,7,28079048_7_8,2018,07,05,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00006,V,00014,V,00020,V,00006,V,00009,V,00007,V,00005,V,00004,V,00002,V,00004,V,00002,V,00003,V,00003,V,00002,V,00001,V,00000,N,00000,N
28,079,48,8,28079048_8_8,2018,07,05,00022,V,00014,V,00011,V,00008,V,00009,V,00010,V,00015,V,00049,V,00063,V,00058,V,00033,V,00036,V,00036,V,00034,V,00028,V,00027,V,00031,V,00024,V,00036,V,00041,V,00050,V,00032,V,00000,N,00000,N
28,079,48,9,28079048_9_47,2018,07,05,00006,V,00003,V,00004,V,00004,V,00003,V,00003,V,00007,V,00005,V,00007,V,00007,V,00009,V,00008,V,00023,V,00019,V,00002,V,00002,V,00008,V,00006,V,00006,V,00010,V,00007,V,00008,V,00000,N,00000,N
28,079,48,10,28079048_10_47,2018,07,05,00002,V,00003,V,00004,V,00005,V,00003,V,00002,V,00006,V,00004,V,00009,V,00007,V,00008,V,00008,V,00025,V,00019,V,00002,V,00002,V,00008,V,00007,V,00007,V,00010,V,00007,V,00007,V,00000,N,00000,N
28,079,48,12,28079048_12_8,2018,07,05,00023,V,00015,V,00013,V,00010,V,00011,V,00011,V,00016,V,00058,V,00085,V,00088,V,00042,V,00050,V,00047,V,00041,V,00035,V,00030,V,00037,V,00027,V,00041,V,00045,V,00053,V,00034,V,00000,N,00000,N
28,079,49,7,28079049_7_8,2018,07,05,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00003,V,00002,V,00001,V,00001,V,00001,V,00001,V,00001,V,00002,V,00001,V,00001,V,00001,V,00001,V,00001,V,00000,N,00000,N
28,079,49,8,28079049_8_8,2018,07,05,00013,V,00011,V,00009,V,00007,V,00009,V,00010,V,00011,V,00016,V,00034,V,00043,V,00029,V,00019,V,00017,V,00014,V,00016,V,00019,V,00024,V,00024,V,00018,V,00018,V,00015,V,00017,V,00000,N,00000,N
28,079,49,12,28079049_12_8,2018,07,05,00014,V,00012,V,00010,V,00008,V,00010,V,00011,V,00013,V,00018,V,00036,V,00047,V,00031,V,00021,V,00018,V,00015,V,00017,V,00020,V,00027,V,00025,V,00020,V,00019,V,00017,V,00018,V,00000,N,00000,N
28,079,49,14,28079049_14_6,2018,07,05,72.79,V,71.26,V,73.60,V,77.03,V,73.09,V,67.42,V,61.95,V,53.19,V,32.61,V,41.86,V,63.31,V,78.18,V,84.73,V,92.61,V,100.3,V,105.9,V,107.9,V,120.2,V,136.1,V,133.7,V,125.0,V,105.1,V,00000,N,00000,N
28,079,50,7,28079050_7_8,2018,07,05,00010,V,00004,V,00004,V,00004,V,00004,V,00005,V,00010,V,00044,V,00030,V,00009,V,00008,V,00011,V,00013,V,00013,V,00006,V,00008,V,00004,V,00017,V,00012,V,00019,V,00020,V,00010,V,00000,N,00000,N
28,079,50,8,28079050_8_8,2018,07,05,00021,V,00011,V,00009,V,00010,V,00008,V,00010,V,00023,V,00054,V,00053,V,00036,V,00025,V,00021,V,00031,V,00034,V,00019,V,00026,V,00019,V,00049,V,00042,V,00056,V,00066,V,00067,V,00000,N,00000,N
28,079,50,9,28079050_9_47,2018,07,05,00008,V,00008,V,00005,V,00004,V,00006,V,00006,V,00006,V,00009,V,00015,V,00011,V,00008,V,00009,V,00002,V,00010,V,00005,V,00002,V,00010,V,00009,V,00011,V,00007,V,00009,V,00009,V,00000,N,00000,N
28,079,50,10,28079050_10_47,2018,07,05,00015,V,00014,V,00011,V,00011,V,00013,V,00012,V,00011,V,00017,V,00026,V,00022,V,00021,V,00021,V,00011,V,00020,V,00014,V,00010,V,00019,V,00017,V,00020,V,00016,V,00018,V,00018,V,00000,N,00000,N
28,079,50,12,28079050_12_8,2018,07,05,00036,V,00018,V,00015,V,00016,V,00015,V,00018,V,00039,V,00121,V,00100,V,00050,V,00037,V,00037,V,00051,V,00054,V,00029,V,00037,V,00025,V,00076,V,00060,V,00085,V,00097,V,00082,V,00000,N,00000,N
28,079,54,7,28079054_7_8,2018,07,05,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00002,V,00016,V,00009,V,00002,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00000,N,00000,N
28,079,54,8,28079054_8_8,2018,07,05,00012,V,00010,V,00008,V,00008,V,00009,V,00014,V,00024,V,00044,V,00063,V,00047,V,00026,V,00020,V,00016,V,00014,V,00014,V,00014,V,00020,V,00026,V,00031,V,00044,V,00034,V,00034,V,00000,N,00000,N
28,079,54,12,28079054_12_8,2018,07,05,00014,V,00012,V,00009,V,00009,V,00011,V,00015,V,00026,V,00046,V,00086,V,00061,V,00029,V,00021,V,00017,V,00016,V,00016,V,00015,V,00021,V,00028,V,00032,V,00045,V,00036,V,00035,V,00000,N,00000,N
28,079,54,14,28079054_14_6,2018,07,05,78.93,V,76.15,V,78.91,V,80.34,V,78.86,V,71.36,V,59.14,V,42.75,V,31.64,V,51.28,V,73.33,V,83.68,V,93.28,V,101.7,V,107.7,V,117.0,V,118.6,V,123.4,V,126.9,V,121.9,V,132.7,V,125.2,V,00000,N,00000,N
28,079,55,7,28079055_7_8,2018,07,05,00002,V,00001,V,00001,V,00001,V,00002,V,00015,V,00011,V,00040,V,00070,V,00024,V,00003,V,00002,V,00002,V,00002,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00000,N,00000,N
28,079,55,8,28079055_8_8,2018,07,05,00011,V,00012,V,00010,V,00012,V,00038,V,00072,V,00067,V,00078,V,00087,V,00058,V,00022,V,00016,V,00022,V,00016,V,00014,V,00016,V,00018,V,00018,V,00026,V,00032,V,00043,V,00057,V,00000,N,00000,N
28,079,55,10,28079055_10_47,2018,07,05,00009,V,00011,V,00007,V,00008,V,00010,V,00015,V,00015,V,00018,V,00030,V,00035,V,00019,V,00015,V,00014,V,00018,V,00018,V,00019,V,00019,V,00018,V,00022,V,00028,V,00028,V,00025,V,00000,N,00000,N
28,079,55,12,28079055_12_8,2018,07,05,00014,V,00013,V,00012,V,00013,V,00041,V,00094,V,00084,V,00140,V,00194,V,00095,V,00027,V,00019,V,00025,V,00019,V,00015,V,00017,V,00020,V,00020,V,00027,V,00034,V,00045,V,00058,V,00000,N,00000,N
28,079,55,20,28079055_20_59,2018,07,05,001.1,V,001.2,V,001.1,V,001.1,V,001.3,V,001.9,V,002.5,V,003.0,V,003.9,V,004.0,V,002.8,V,001.7,V,001.2,V,001.2,V,000.8,V,000.7,V,000.6,V,000.6,V,000.8,V,001.3,V,001.5,V,001.6,V,00000,N,00000,N
28,079,55,30,28079055_30_59,2018,07,05,000.1,V,000.1,V,000.1,V,000.1,V,000.1,V,000.2,V,000.3,V,000.4,V,000.4,V,000.5,V,000.4,V,000.2,V,000.1,V,000.1,V,000.1,V,000.1,V,000.1,V,000.1,V,000.2,V,000.2,V,000.2,V,000.2,V,00000,N,00000,N
28,079,55,35,28079055_35_59,2018,07,05,000.2,V,000.2,V,000.3,V,000.2,V,000.3,V,000.5,V,000.6,V,000.6,V,001.1,V,001.2,V,000.7,V,000.4,V,000.2,V,000.1,V,000.1,V,000.1,V,000.1,V,000.1,V,000.1,V,000.1,V,000.1,V,000.2,V,00000,N,00000,N
28,079,55,42,28079055_42_2,2018,07,05,01.29,V,01.29,V,01.30,V,01.30,V,01.36,V,01.53,V,01.50,V,01.57,V,01.56,V,01.49,V,01.34,V,01.31,V,01.31,V,01.29,V,01.28,V,01.28,V,01.28,V,01.29,V,01.31,V,01.34,V,01.34,V,01.43,V,00000,N,00000,N
28,079,55,43,28079055_43_2,2018,07,05,01.23,V,01.24,V,01.25,V,01.25,V,01.29,V,01.42,V,01.40,V,01.45,V,01.43,V,01.43,V,01.30,V,01.26,V,01.26,V,01.24,V,01.22,V,01.23,V,01.22,V,01.22,V,01.24,V,01.26,V,01.26,V,01.35,V,00000,N,00000,N
28,079,55,44,28079055_44_2,2018,07,05,00.06,V,00.06,V,00.05,V,00.05,V,00.07,V,00.11,V,00.10,V,00.12,V,00.13,V,00.06,V,00.04,V,00.05,V,00.06,V,00.06,V,00.06,V,00.06,V,00.06,V,00.07,V,00.07,V,00.08,V,00.08,V,00.08,V,00000,N,00000,N
28,079,56,6,28079056_6_48,2018,07,05,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.3,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.3,V,000.2,V,000.2,V,000.2,V,00000,N,00000,N
28,079,56,7,28079056_7_8,2018,07,05,00003,V,00003,V,00002,V,00003,V,00002,V,00003,V,00005,V,00015,V,00036,V,00019,V,00019,V,00014,V,00017,V,00029,V,00024,V,00011,V,00012,V,00011,V,00048,V,00012,V,00009,V,00005,V,00000,N,00000,N
28,079,56,8,28079056_8_8,2018,07,05,00013,V,00010,V,00007,V,00006,V,00008,V,00011,V,00022,V,00039,V,00052,V,00049,V,00048,V,00040,V,00041,V,00052,V,00053,V,00042,V,00041,V,00039,V,00057,V,00048,V,00051,V,00038,V,00000,N,00000,N
28,079,56,12,28079056_12_8,2018,07,05,00017,V,00014,V,00011,V,00010,V,00010,V,00016,V,00030,V,00061,V,00107,V,00077,V,00077,V,00062,V,00067,V,00096,V,00089,V,00059,V,00060,V,00055,V,00131,V,00065,V,00065,V,00046,V,00000,N,00000,N
28,079,56,14,28079056_14_6,2018,07,05,75.88,V,76.26,V,80.50,V,82.26,V,78.02,V,73.08,V,64.15,V,47.78,V,40.18,V,45.09,V,47.17,V,55.33,V,54.77,V,68.19,V,78.71,V,92.08,V,105.4,V,114.8,V,102.6,V,112.4,V,98.85,V,78.51,V,00000,N,00000,N
28,079,57,1,28079057_1_38,2018,07,05,00009,V,00009,V,00009,V,00009,V,00009,V,00009,V,00009,V,00010,V,00011,V,00011,V,00011,V,00010,V,00009,V,00007,V,00006,V,00006,V,00006,V,00006,N,00005,V,00004,V,00004,V,00006,V,00000,N,00000,N
28,079,57,6,28079057_6_48,2018,07,05,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.3,V,000.4,V,000.3,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,N,000.3,V,000.2,V,000.3,V,000.3,V,00000,N,00000,N
28,079,57,7,28079057_7_8,2018,07,05,00002,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00012,V,00042,V,00036,V,00009,V,00005,V,00005,V,00004,V,00003,V,00004,V,00004,V,00004,N,00002,V,00002,V,00005,V,00004,V,00000,N,00000,N
28,079,57,8,28079057_8_8,2018,07,05,00012,V,00006,V,00006,V,00009,V,00006,V,00012,V,00022,V,00066,V,00079,V,00071,V,00032,V,00016,V,00014,V,00016,V,00015,V,00017,V,00019,V,00022,N,00019,V,00020,V,00035,V,00047,V,00000,N,00000,N
28,079,57,10,28079057_10_47,2018,07,05,00018,V,00018,V,00024,V,00014,V,00009,V,00014,V,00013,V,00010,V,00039,V,00033,V,00007,V,00010,V,00001,V,00006,V,00005,V,00004,V,00007,V,00010,V,00012,V,00011,V,00021,V,00040,V,00000,N,00000,N
28,079,57,12,28079057_12_8,2018,07,05,00014,V,00007,V,00008,V,00010,V,00008,V,00013,V,00024,V,00084,V,00144,V,00125,V,00046,V,00024,V,00021,V,00023,V,00020,V,00023,V,00024,V,00028,N,00022,V,00024,V,00043,V,00054,V,00000,N,00000,N
28,079,58,7,28079058_7_8,2018,07,05,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00005,V,00002,V,00003,V,00009,V,00006,V,00002,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00000,N,00000,N
28,079,58,8,28079058_8_8,2018,07,05,00002,V,00001,V,00002,V,00002,V,00002,V,00004,V,00009,V,00039,V,00020,V,00022,V,00038,V,00030,V,00019,V,00013,V,00012,V,00010,V,00012,V,00009,V,00008,V,00007,V,00020,V,00025,V,00000,N,00000,N
28,079,58,12,28079058_12_8,2018,07,05,00003,V,00003,V,00004,V,00003,V,00003,V,00005,V,00011,V,00047,V,00023,V,00027,V,00051,V,00039,V,00023,V,00015,V,00014,V,00012,V,00014,V,00011,V,00009,V,00009,V,00021,V,00027,V,00000,N,00000,N
28,079,58,14,28079058_14_6,2018,07,05,86.25,V,85.24,V,78.21,V,74.21,V,67.46,V,55.03,V,48.48,V,21.13,V,40.25,V,54.15,V,56.38,V,71.32,V,87.87,V,100.2,V,111.0,V,122.2,V,127.5,V,140.7,V,148.8,V,148.3,V,124.2,V,94.03,V,00000,N,00000,N
28,079,59,7,28079059_7_8,2018,07,05,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00015,V,00032,V,00014,V,00003,V,00002,V,00002,V,00002,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00000,N,00000,N
28,079,59,8,28079059_8_8,2018,07,05,00007,V,00005,V,00005,V,00006,V,00010,V,00026,V,00047,V,00053,V,00063,V,00038,V,00015,V,00008,V,00010,V,00011,V,00008,V,00005,V,00008,V,00011,V,00013,V,00016,V,00018,V,00019,V,00000,N,00000,N
28,079,59,12,28079059_12_8,2018,07,05,00009,V,00007,V,00006,V,00007,V,00012,V,00028,V,00048,V,00076,V,00113,V,00059,V,00020,V,00010,V,00013,V,00014,V,00011,V,00007,V,00010,V,00012,V,00014,V,00018,V,00020,V,00021,V,00000,N,00000,N
28,079,59,14,28079059_14_6,2018,07,05,83.72,V,83.54,V,78.63,V,72.32,V,64.75,V,40.00,V,14.12,V,11.18,V,13.16,V,49.98,V,74.35,V,89.27,V,93.50,V,99.55,V,108.7,V,121.8,V,128.7,V,135.2,V,139.3,V,140.2,V,138.2,V,118.5,V,00000,N,00000,N
28,079,60,7,28079060_7_8,2018,07,05,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00001,V,00003,V,00025,V,00025,V,00007,V,00003,V,00003,V,00002,V,00002,V,00002,V,00002,V,00001,V,00001,V,00001,V,00001,V,00001,V,00000,N,00000,N
28,079,60,8,28079060_8_8,2018,07,05,00012,V,00008,V,00006,V,00006,V,00006,V,00007,V,00010,V,00031,V,00063,V,00066,V,00037,V,00022,V,00019,V,00016,V,00017,V,00018,V,00019,V,00017,V,00017,V,00018,V,00021,V,00028,V,00000,N,00000,N
28,079,60,10,28079060_10_47,2018,07,05,00022,V,00028,V,00031,V,00012,V,00009,V,00015,V,00018,V,00026,V,00020,V,00018,V,00007,V,00003,V,00007,V,00002,V,00003,V,00008,V,00009,V,00007,V,00010,V,00005,V,00026,V,00044,V,00000,N,00000,N
28,079,60,12,28079060_12_8,2018,07,05,00013,V,00009,V,00008,V,00008,V,00008,V,00009,V,00012,V,00036,V,00101,V,00105,V,00048,V,00027,V,00023,V,00020,V,00020,V,00021,V,00022,V,00019,V,00020,V,00021,V,00022,V,00029,V,00000,N,00000,N
28,079,60,14,28079060_14_6,2018,07,05,82.73,V,82.14,V,82.09,V,81.63,V,83.91,V,80.52,V,74.86,V,50.07,V,26.98,V,36.97,V,65.84,V,84.08,V,93.52,V,101.7,V,110.5,V,118.1,V,125.6,V,140.8,V,148.3,V,147.6,V,138.8,V,116.4,V,00000,N,00000,N
